ident,commune,type,comptage_5m,indice_congestion_matin,indice_congestion_soir,compteur_latitude,compteur_longitude,stop_id,stop_name,distance_arret_m,lignes_tbm
Z8CT1,Bordeaux,BOUCLE,0,,,44.8398326,-0.5606317,7191,Stalingrad (rue de la Benauge),149.8,24;25
Z8CT1,Bordeaux,BOUCLE,0,,,44.8398326,-0.5606317,5854,Stalingrad (Sem),139.7,Arena
Z8CT1,Bordeaux,BOUCLE,0,,,44.8398326,-0.5606317,8132,Stalingrad (Tram A),96.8,Arena;Bus F
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,3710,Stalingrad,151.6,A;E
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,3711,Stalingrad,156.0,A;E
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,5801,Stalingrad,260.5,24;25;65
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,8142,Stalingrad,184.5,65;Bus F;N2
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,9834,Stalingrad,108.4,28;N4
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,9835,Stalingrad,108.7,60
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,6903,Stalingrad (Parlier),169.1,952
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,7191,Stalingrad (rue de la Benauge),268.1,24;25
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,5854,Stalingrad (Sem),276.6,Arena
Z8CT2,Bordeaux,BOUCLE,0,,,44.8408954,-0.561522,8132,Stalingrad (Tram A),123.6,Arena;Bus F
Z11CT11,Talence,BOUCLE,24,,,44.8162388,-0.5775889,2348,Boulevard Roosevelt,228.8,31;9;H2;TBNight
Z11CT11,Talence,BOUCLE,24,,,44.8162388,-0.5775889,3219,Duplantier,299.3,31;TBNight
Z11CT11,Talence,BOUCLE,24,,,44.8162388,-0.5775889,575,Duplantier,298.8,31;TBNight
Z11CT11,Talence,BOUCLE,24,,,44.8162388,-0.5775889,3217,Pont de Cauderès,112.9,31;TBNight
Z11CT11,Talence,BOUCLE,24,,,44.8162388,-0.5775889,3218,Pont de Cauderès,94.4,31;TBNight
Z25CT23,Bordeaux,BOUCLE,14,0.072593,0.077407,44.8676196,-0.5482287,5528,Rue Achard,111.5,B
Z25CT23,Bordeaux,BOUCLE,14,0.072593,0.077407,44.8676196,-0.5482287,5529,Rue Achard,121.1,B
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,8062,Bordeaux Plage,288.7,15
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,3125,Claudeville,175.3,33;35
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,3277,Claudeville,127.5,33;35
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,9259,Cracovie,280.2,53
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,3006,Les Aubiers,195.3,7;N1
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,378,Les Aubiers,127.5,7
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,5414,Les Aubiers,212.7,C
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,5415,Les Aubiers,202.7,C;E
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,6683,Les Aubiers,181.9,33;35
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,6684,Les Aubiers,202.3,33;35
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,2635,URSSAF,242.2,33;35
Z25CT13,Bordeaux,BOUCLE,21,0.085919,0.081397,44.8748929,-0.5765822,3124,URSSAF,233.6,33;35
Z25CT6,Bordeaux,BOUCLE,23,0.050710,0.083533,44.8756901,-0.5690752,5460,Laroque,202.9,7
Z25CT6,Bordeaux,BOUCLE,23,0.050710,0.083533,44.8756901,-0.5690752,760,Laroque,198.2,7;N1
Z25CT6,Bordeaux,BOUCLE,23,0.050710,0.083533,44.8756901,-0.5690752,5458,Reinson,190.8,32
Z25CT6,Bordeaux,BOUCLE,23,0.050710,0.083533,44.8756901,-0.5690752,5459,Reinson,208.7,32
Z25CT6,Bordeaux,BOUCLE,23,0.050710,0.083533,44.8756901,-0.5690752,5480,Reinson,97.6,7
Z25CT6,Bordeaux,BOUCLE,23,0.050710,0.083533,44.8756901,-0.5690752,5481,Reinson,95.3,7
Z25CT7,Bordeaux,BOUCLE,0,,,44.8777497,-0.5689157,1964,Berges du Lac,166.3,32;7
Z25CT7,Bordeaux,BOUCLE,0,,,44.8777497,-0.5689157,3005,Berges du Lac,189.7,32;7
Z25CT7,Bordeaux,BOUCLE,0,,,44.8777497,-0.5689157,7131,Berges du Lac,207.1,C
Z25CT7,Bordeaux,BOUCLE,0,,,44.8777497,-0.5689157,7132,Berges du Lac,203.3,C
Z25CT7,Bordeaux,BOUCLE,0,,,44.8777497,-0.5689157,5458,Reinson,84.4,32
Z25CT7,Bordeaux,BOUCLE,0,,,44.8777497,-0.5689157,5459,Reinson,127.4,32
Z25CT7,Bordeaux,BOUCLE,0,,,44.8777497,-0.5689157,5480,Reinson,138.9,7
Z25CT7,Bordeaux,BOUCLE,0,,,44.8777497,-0.5689157,5481,Reinson,148.9,7
Z25CT3,Bordeaux,BOUCLE,,,,44.8877117,-0.5600755,4700,Richaud,275.4,32
Z25CT3,Bordeaux,BOUCLE,,,,44.8877117,-0.5600755,5743,Rond Point Marie Fel,100.7,32;75
Z25CT3,Bordeaux,BOUCLE,,,,44.8877117,-0.5600755,5744,Rond Point Marie Fel,118.6,32;75
Z25CT2,Bordeaux,BOUCLE,,,,44.8886359,-0.5601903,1440,CAF,289.5,75
Z25CT2,Bordeaux,BOUCLE,,,,44.8886359,-0.5601903,5476,CAF,240.3,75
Z25CT2,Bordeaux,BOUCLE,,,,44.8886359,-0.5601903,4700,Richaud,216.6,32
Z25CT2,Bordeaux,BOUCLE,,,,44.8886359,-0.5601903,4800,Richaud,289.6,32
Z25CT2,Bordeaux,BOUCLE,,,,44.8886359,-0.5601903,5743,Rond Point Marie Fel,14.3,32;75
Z25CT2,Bordeaux,BOUCLE,,,,44.8886359,-0.5601903,5744,Rond Point Marie Fel,16.5,32;75
Z25CT2,Bordeaux,BOUCLE,,,,44.8886359,-0.5601903,3653,Vergne-Bricaud,268.0,75
Z16CT8,Pessac,BOUCLE,8,0.078400,0.092800,44.8106915,-0.6213777,2761,Avenue Jean Jaurès,191.2,4
Z16CT8,Pessac,BOUCLE,8,0.078400,0.092800,44.8106915,-0.6213777,2789,Avenue Jean Jaurès,251.1,4
Z16CT8,Pessac,BOUCLE,8,0.078400,0.092800,44.8106915,-0.6213777,2031,Les Echoppes,60.8,4
Z16CT8,Pessac,BOUCLE,8,0.078400,0.092800,44.8106915,-0.6213777,2790,Les Echoppes,78.6,4
Z16CT8,Pessac,BOUCLE,8,0.078400,0.092800,44.8106915,-0.6213777,1225,Les Erables,276.0,24;S39
Z16CT8,Pessac,BOUCLE,8,0.078400,0.092800,44.8106915,-0.6213777,690,Les Erables,281.9,24;S39
Z25CT15,Bordeaux,BOUCLE,,,,44.8825258,-0.5609752,7451,Centre Commercial du Lac,269.4,15;7
Z16CT14,Pessac,BOUCLE,20,0.074812,0.096878,44.805871,-0.6264487,3143,Cardinal,53.7,35;77;87
Z16CT14,Pessac,BOUCLE,20,0.074812,0.096878,44.805871,-0.6264487,8961,Cardinal,79.8,35;77;87
Z16CT14,Pessac,BOUCLE,20,0.074812,0.096878,44.805871,-0.6264487,1309,Jaubert,184.2,4
Z16CT14,Pessac,BOUCLE,20,0.074812,0.096878,44.805871,-0.6264487,2762,Jaubert,177.8,4
Z16CT14,Pessac,BOUCLE,20,0.074812,0.096878,44.805871,-0.6264487,425,Rosa Bonheur,272.2,24;30
Z10CT13,Bordeaux,BOUCLE,14,0.071851,0.080586,44.8275412,-0.5920619,1757,Barrière de Pessac (Boulevards),236.8,20;9;H1;N4
Z10CT13,Bordeaux,BOUCLE,14,0.071851,0.080586,44.8275412,-0.5920619,9820,Barrière de Pessac (Boulevards),260.1,9;H2
Z10CT13,Bordeaux,BOUCLE,14,0.071851,0.080586,44.8275412,-0.5920619,199,Livran,297.2,24
Z10CT13,Bordeaux,BOUCLE,14,0.071851,0.080586,44.8275412,-0.5920619,1771,Xaintrailles,18.3,24
Z10CT13,Bordeaux,BOUCLE,14,0.071851,0.080586,44.8275412,-0.5920619,1804,Xaintrailles,70.5,20;9;H2
Z10CT13,Bordeaux,BOUCLE,14,0.071851,0.080586,44.8275412,-0.5920619,620,Xaintrailles,93.7,24
Z10CT13,Bordeaux,BOUCLE,14,0.071851,0.080586,44.8275412,-0.5920619,647,Xaintrailles,142.6,20;80;9;H1
Z10CT13,Bordeaux,BOUCLE,14,0.071851,0.080586,44.8275412,-0.5920619,9828,Xaintrailles,96.1,80
Z10CT14,Bordeaux,BOUCLE,41,,,44.8270587,-0.5952369,13223,Campeyraut,162.3,20
Z10CT14,Bordeaux,BOUCLE,41,,,44.8270587,-0.5952369,137,Campeyraut,148.5,24;80
Z10CT14,Bordeaux,BOUCLE,41,,,44.8270587,-0.5952369,2753,Campeyraut,178.4,24;80;N4
Z10CT14,Bordeaux,BOUCLE,41,,,44.8270587,-0.5952369,1771,Xaintrailles,274.3,24
Z10CT14,Bordeaux,BOUCLE,41,,,44.8270587,-0.5952369,1804,Xaintrailles,191.8,20;9;H2
Z10CT14,Bordeaux,BOUCLE,41,,,44.8270587,-0.5952369,620,Xaintrailles,252.8,24
Z10CT14,Bordeaux,BOUCLE,41,,,44.8270587,-0.5952369,647,Xaintrailles,185.1,20;80;9;H1
Z10CT14,Bordeaux,BOUCLE,41,,,44.8270587,-0.5952369,9828,Xaintrailles,160.0,80
Z11CT9,Talence,BOUCLE,72,0.061233,0.072213,44.8249125,-0.5887159,2740,Barrière de Pessac,108.7,20;4
Z11CT9,Talence,BOUCLE,72,0.061233,0.072213,44.8249125,-0.5887159,2752,Barrière de Pessac,100.5,20;4
Z11CT9,Talence,BOUCLE,72,0.061233,0.072213,44.8249125,-0.5887159,1757,Barrière de Pessac (Boulevards),157.1,20;9;H1;N4
Z11CT9,Talence,BOUCLE,72,0.061233,0.072213,44.8249125,-0.5887159,9820,Barrière de Pessac (Boulevards),134.8,9;H2
Z11CT9,Talence,BOUCLE,72,0.061233,0.072213,44.8249125,-0.5887159,2344,Boulevard George V,204.4,9;H2
Z11CT9,Talence,BOUCLE,72,0.061233,0.072213,44.8249125,-0.5887159,3310,Boulevard George V,152.6,9;H1;N4
Z11CT9,Talence,BOUCLE,72,0.061233,0.072213,44.8249125,-0.5887159,2830,Jeanne d'Arc,281.0,4
Z10CT15,Talence,BOUCLE,19,0.069877,0.079098,44.823292,-0.5929325,1077,14 Juillet,81.4,4
Z10CT15,Talence,BOUCLE,19,0.069877,0.079098,44.823292,-0.5929325,775,14 Juillet,92.0,4
Z10CT15,Talence,BOUCLE,19,0.069877,0.079098,44.823292,-0.5929325,1390,Edison,277.9,4
Z10CT15,Talence,BOUCLE,19,0.069877,0.079098,44.823292,-0.5929325,1266,Jeanne d'Arc,70.9,4
Z10CT15,Talence,BOUCLE,19,0.069877,0.079098,44.823292,-0.5929325,2830,Jeanne d'Arc,98.6,4
Z10CT19,Bordeaux,BOUCLE,0,0.072378,0.077430,44.8249089,-0.5988967,3527,Bordeaux Carreire,221.8,8
Z10CT19,Bordeaux,BOUCLE,0,0.072378,0.077430,44.8249089,-0.5988967,137,Campeyraut,231.8,24;80
Z10CT19,Bordeaux,BOUCLE,0,0.072378,0.077430,44.8249089,-0.5988967,2753,Campeyraut,201.4,24;80;N4
Z10CT19,Bordeaux,BOUCLE,0,0.072378,0.077430,44.8249089,-0.5988967,13219,Charles Perrens,299.2,73
Z10CT19,Bordeaux,BOUCLE,0,0.072378,0.077430,44.8249089,-0.5988967,1770,Charles Perrens,143.4,24;8;80
Z10CT19,Bordeaux,BOUCLE,0,0.072378,0.077430,44.8249089,-0.5988967,2754,Charles Perrens,233.8,24;8;80
Z10CT19,Bordeaux,BOUCLE,0,0.072378,0.077430,44.8249089,-0.5988967,322,Privat,53.9,24;8
Z24AE,Eysines,SIREDO,,,,44.8641921,-0.6617532,3984,Mermoz,265.5,38
Z24AE,Eysines,SIREDO,,,,44.8641921,-0.6617532,3985,Mermoz,260.1,38
Z24AE,Eysines,SIREDO,,,,44.8641921,-0.6617532,2991,Saint-Exupéry,103.4,72
Z24AE,Eysines,SIREDO,,,,44.8641921,-0.6617532,9165,Saint-Exupéry,100.2,G
Z24AE,Eysines,SIREDO,,,,44.8641921,-0.6617532,9166,Saint-Exupéry,76.6,G
Z24AE,Eysines,SIREDO,,,,44.8641921,-0.6617532,981,Saint-Exupéry,75.9,72
Z30BS,Mérignac,SIREDO,,0.069330,0.075805,44.8351569,-0.6318041,1212,Labatut,92.7,20
Z30BS,Mérignac,SIREDO,,0.069330,0.075805,44.8351569,-0.6318041,532,Labatut,71.9,20
Z30BE,Mérignac,SIREDO,,0.044096,0.095752,44.8351252,-0.6318109,1212,Labatut,93.2,20
Z30BE,Mérignac,SIREDO,,0.044096,0.095752,44.8351252,-0.6318109,532,Labatut,72.1,20
Z25BE,Bruges,SIREDO,,,,44.8787392,-0.5821025,8061,Bordeaux Plage,237.1,15
Z25BE,Bruges,SIREDO,,,,44.8787392,-0.5821025,5519,Centre de Voile,21.6,15
Z25BE,Bruges,SIREDO,,,,44.8787392,-0.5821025,5520,Centre de Voile,17.3,15
Z25BE,Bruges,SIREDO,,,,44.8787392,-0.5821025,5010,Manaud,277.4,33;35
Z25BE,Bruges,SIREDO,,,,44.8787392,-0.5821025,5011,Manaud,282.4,33;35
Z25BS,Bruges,SIREDO,,,,44.8787561,-0.5820737,8061,Bordeaux Plage,236.7,15
Z25BS,Bruges,SIREDO,,,,44.8787561,-0.5820737,5519,Centre de Voile,21.4,15
Z25BS,Bruges,SIREDO,,,,44.8787561,-0.5820737,5520,Centre de Voile,17.8,15
Z25BS,Bruges,SIREDO,,,,44.8787561,-0.5820737,5010,Manaud,279.2,33;35
Z25BS,Bruges,SIREDO,,,,44.8787561,-0.5820737,5011,Manaud,283.9,33;35
Z05BS,Floirac,SIREDO,,0.051185,0.101881,44.820897,-0.5320158,1370,La Jacquotte,88.9,25
Z05BS,Floirac,SIREDO,,0.051185,0.101881,44.820897,-0.5320158,8191,La Jacquotte,69.6,24
Z05BS,Floirac,SIREDO,,0.051185,0.101881,44.820897,-0.5320158,8203,La Jacquotte,74.5,24;25
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,7802,Médiathèque,208.1,23;31;TBNight
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,7801,Médiathèque (côté Château Margaut),196.2,23;31;TBNight
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,371,Peixotto,44.4,31;34;TBNight
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,3741,Peixotto,77.4,B
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,3742,Peixotto,83.6,B
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,3551,Peixotto (côté Mairie),159.4,23
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,4112,Peixotto (côté Université),157.4,23
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,3819,Peixotto (Tram B),100.4,34
Z17AS,Talence,SIREDO,,0.052350,0.079302,44.8069271,-0.591717,8791,Peixotto (Tram B),121.8,31;TBNight
Z17CE,Gradignan,SIREDO,,,,44.7884081,-0.6118287,3439,Eurofac,32.7,31
Z17CE,Gradignan,SIREDO,,,,44.7884081,-0.6118287,3440,Eurofac,175.2,31
Z17DE,Talence,SIREDO,,0.097226,0.092818,44.7886195,-0.5906687,3792,Allende,286.6,23
Z17DE,Talence,SIREDO,,0.097226,0.092818,44.7886195,-0.5906687,3793,Allende,289.9,23
Z17DE,Talence,SIREDO,,0.097226,0.092818,44.7886195,-0.5906687,3226,Château de Thouars,106.8,8
Z17DE,Talence,SIREDO,,0.097226,0.092818,44.7886195,-0.5906687,3227,Château de Thouars,128.1,8
Z17DE,Talence,SIREDO,,0.097226,0.092818,44.7886195,-0.5906687,3224,Piscine de Thouars,223.7,8
Z17DE,Talence,SIREDO,,0.097226,0.092818,44.7886195,-0.5906687,3225,Piscine de Thouars,210.8,8
Z17DS,Talence,SIREDO,,0.051015,0.128034,44.7886155,-0.5907097,3792,Allende,289.8,23
Z17DS,Talence,SIREDO,,0.051015,0.128034,44.7886155,-0.5907097,3793,Allende,293.2,23
Z17DS,Talence,SIREDO,,0.051015,0.128034,44.7886155,-0.5907097,3226,Château de Thouars,106.4,8
Z17DS,Talence,SIREDO,,0.051015,0.128034,44.7886155,-0.5907097,3227,Château de Thouars,127.6,8
Z17DS,Talence,SIREDO,,0.051015,0.128034,44.7886155,-0.5907097,3224,Piscine de Thouars,223.5,8
Z17DS,Talence,SIREDO,,0.051015,0.128034,44.7886155,-0.5907097,3225,Piscine de Thouars,210.5,8
Z17EE,Talence,SIREDO,,0.057143,0.113165,44.8132443,-0.5865581,6505,Les Harmonies,293.5,23;31;73;S47;TBNight
Z23AE,Eysines,SIREDO,,,,44.8782443,-0.644707,7933,19 Mars 1962,149.0,38
Z23AE,Eysines,SIREDO,,,,44.8782443,-0.644707,7934,19 Mars 1962,245.8,2;38
Z23AE,Eysines,SIREDO,,,,44.8782443,-0.644707,7932,Biblanque,171.6,38
Z23AE,Eysines,SIREDO,,,,44.8782443,-0.644707,8111,Biblanque,214.5,38
Z28CT1,Saint-Médard-en-Jalles,BOUCLE,28,0.029221,0.090136,44.8867913,-0.6950881,9612,Aristide Briand,257.0,S16
Z28CT1,Saint-Médard-en-Jalles,BOUCLE,28,0.029221,0.090136,44.8867913,-0.6950881,9613,Aristide Briand,279.2,S16
Z28CT1,Saint-Médard-en-Jalles,BOUCLE,28,0.029221,0.090136,44.8867913,-0.6950881,9618,Chemin de l'Ecole,254.7,S16
Z28CT1,Saint-Médard-en-Jalles,BOUCLE,28,0.029221,0.090136,44.8867913,-0.6950881,9619,Chemin de l'Ecole,251.7,S16
Z28CT1,Saint-Médard-en-Jalles,BOUCLE,28,0.029221,0.090136,44.8867913,-0.6950881,9151,Château Gajac,220.1,G
Z28CT1,Saint-Médard-en-Jalles,BOUCLE,28,0.029221,0.090136,44.8867913,-0.6950881,9152,Château Gajac,254.4,G
Z28CT1,Saint-Médard-en-Jalles,BOUCLE,28,0.029221,0.090136,44.8867913,-0.6950881,9620,Ecole Gajac,176.6,S16
Z28CT1,Saint-Médard-en-Jalles,BOUCLE,28,0.029221,0.090136,44.8867913,-0.6950881,9621,Ecole Gajac,253.9,S16
Z28CT8,Saint-Médard-en-Jalles,BOUCLE,,0.076737,0.075076,44.8871522,-0.6962577,9608,Avenue Descartes,294.5,S15
Z28CT8,Saint-Médard-en-Jalles,BOUCLE,,0.076737,0.075076,44.8871522,-0.6962577,9618,Chemin de l'Ecole,270.1,S16
Z28CT8,Saint-Médard-en-Jalles,BOUCLE,,0.076737,0.075076,44.8871522,-0.6962577,9619,Chemin de l'Ecole,263.7,S16
Z28CT8,Saint-Médard-en-Jalles,BOUCLE,,0.076737,0.075076,44.8871522,-0.6962577,9151,Château Gajac,124.8,G
Z28CT8,Saint-Médard-en-Jalles,BOUCLE,,0.076737,0.075076,44.8871522,-0.6962577,9152,Château Gajac,157.7,G
Z28CT8,Saint-Médard-en-Jalles,BOUCLE,,0.076737,0.075076,44.8871522,-0.6962577,9620,Ecole Gajac,118.7,S16
Z28CT8,Saint-Médard-en-Jalles,BOUCLE,,0.076737,0.075076,44.8871522,-0.6962577,9621,Ecole Gajac,186.1,S16
Z28CT4,Saint-Médard-en-Jalles,BOUCLE,9,0.136630,0.064103,44.8974092,-0.7225626,2848,Gare Routière (av du Gal de Gaulle),81.0,39;71
Z28CT4,Saint-Médard-en-Jalles,BOUCLE,9,0.136630,0.064103,44.8974092,-0.7225626,31,Gare Routière (av du Gal de Gaulle),125.7,39;71
Z28CT4,Saint-Médard-en-Jalles,BOUCLE,9,0.136630,0.064103,44.8974092,-0.7225626,1130,Proust,264.5,37;84
Z28CT4,Saint-Médard-en-Jalles,BOUCLE,9,0.136630,0.064103,44.8974092,-0.7225626,1149,Proust,201.5,37;84
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,1094,Barrière Saint-Augustin,150.2,9;H2
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,1758,Barrière Saint-Augustin,83.5,9;H1
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,9240,Barrière Saint-Augustin,73.1,55;80;Bus F
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,9241,Barrière Saint-Augustin,75.7,55;80;Bus F
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,15040,Gaviniès,290.1,Bus F
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,1595,Stade Chaban Delmas,103.3,20;80;9;H1
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,1749,Stade Chaban Delmas,231.3,80;9;H2
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,4585,Stade Chaban Delmas,165.4,A;F
Z9CT2,Bordeaux,BOUCLE,40,0.070523,0.066435,44.8329764,-0.5987084,4586,Stade Chaban Delmas,195.7,A;F
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,6871,Bibliothèque,298.7,55;80
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,4583,Gaviniès,240.4,A;F
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,4584,Gaviniès,236.0,A;F
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,9115,Gaviniès,230.4,Bus F
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,13111,Hôtel de Police,165.6,Bus F
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,3583,Hôtel de Police,153.9,4
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,4581,Hôtel de Police,161.7,A;F
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,4582,Hôtel de Police,167.4,A;F
Z9CT7,Bordeaux,BOUCLE,35,0.078900,0.067756,44.8338478,-0.5902949,8311,Hôtel de Police,229.3,80;Bus F
Z9CT12,Bordeaux,BOUCLE,0,0.062386,0.066945,44.8332291,-0.6017359,1094,Barrière Saint-Augustin,255.6,9;H2
Z9CT12,Bordeaux,BOUCLE,0,0.062386,0.066945,44.8332291,-0.6017359,1758,Barrière Saint-Augustin,251.0,9;H1
Z9CT12,Bordeaux,BOUCLE,0,0.062386,0.066945,44.8332291,-0.6017359,9240,Barrière Saint-Augustin,299.1,55;80;Bus F
Z9CT12,Bordeaux,BOUCLE,0,0.062386,0.066945,44.8332291,-0.6017359,1595,Stade Chaban Delmas,292.9,20;80;9;H1
Z7CT2,Mérignac,BOUCLE,33,,,44.8411897,-0.6436765,1234,Dupuy-Verdun,35.3,1;33
Z7CT2,Mérignac,BOUCLE,33,,,44.8411897,-0.6436765,162,Dupuy-Verdun,84.0,1;33
Z7CT2,Mérignac,BOUCLE,33,,,44.8411897,-0.6436765,1456,Jard-Verdun,251.3,1;33
Z7CT2,Mérignac,BOUCLE,33,,,44.8411897,-0.6436765,1663,Mérignac Centre,260.6,30;35;Bus F
Z7CT2,Mérignac,BOUCLE,33,,,44.8411897,-0.6436765,5225,Mérignac Centre,241.7,1;30;33;35;Bus F
Z7CT2,Mérignac,BOUCLE,33,,,44.8411897,-0.6436765,5242,Mérignac Centre,255.7,A
Z7CT2,Mérignac,BOUCLE,33,,,44.8411897,-0.6436765,5243,Mérignac Centre,247.8,A
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,3718,Hôtel de Ville,284.4,A;F
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,3719,Hôtel de Ville,280.2,A;F
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,3758,Hôtel de Ville,298.2,B
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,3755,Musée d'Aquitaine,64.3,B
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,3756,Musée d'Aquitaine,57.1,B
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,3826,Musée d'Aquitaine,107.5,16;24;Bus F;N3
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,5661,Musée d'Aquitaine,114.3,16;24;Bus F
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,7461,République,283.0,55
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,8551,République,275.0,16;Bus F;N3
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,8552,République,265.3,16;24;4;Bus F
Z2CT10,Bordeaux,BOUCLE,29,0.078551,0.061334,44.8350142,-0.5756565,3541,Sainte-Catherine,246.6,16;24;Bus F;N3
Z2CT16,Bordeaux,BOUCLE,40,0.058824,0.076601,44.8349239,-0.5725545,3755,Musée d'Aquitaine,229.1,B
Z2CT16,Bordeaux,BOUCLE,40,0.058824,0.076601,44.8349239,-0.5725545,3756,Musée d'Aquitaine,228.8,B
Z2CT16,Bordeaux,BOUCLE,40,0.058824,0.076601,44.8349239,-0.5725545,3826,Musée d'Aquitaine,137.6,16;24;Bus F;N3
Z2CT16,Bordeaux,BOUCLE,40,0.058824,0.076601,44.8349239,-0.5725545,5661,Musée d'Aquitaine,130.6,16;24;Bus F
Z2CT16,Bordeaux,BOUCLE,40,0.058824,0.076601,44.8349239,-0.5725545,3541,Sainte-Catherine,7.0,16;24;Bus F;N3
Z2CT16,Bordeaux,BOUCLE,40,0.058824,0.076601,44.8349239,-0.5725545,3542,Sainte-Catherine,81.1,16;24;Bus F
Z2CT15,Bordeaux,BOUCLE,27,0.059524,0.078917,44.8347765,-0.5780099,1606,Bourse du Travail,291.4,1;15;23;5;G;N1;N7
Z2CT15,Bordeaux,BOUCLE,27,0.059524,0.078917,44.8347765,-0.5780099,5857,Hôpital Saint-André,210.4,4
Z2CT15,Bordeaux,BOUCLE,27,0.059524,0.078917,44.8347765,-0.5780099,3718,Hôtel de Ville,291.2,A;F
Z2CT15,Bordeaux,BOUCLE,27,0.059524,0.078917,44.8347765,-0.5780099,3719,Hôtel de Ville,289.5,A;F
Z2CT15,Bordeaux,BOUCLE,27,0.059524,0.078917,44.8347765,-0.5780099,3755,Musée d'Aquitaine,228.2,B
