collected_at,feed_timestamp,entity_id,trip_id,route_id,direction_id,stop_id,stop_sequence,arrival_delay_seconds,departure_delay_seconds
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1339,18,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2787,19,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2788,20,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1309,21,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2789,22,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2790,23,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1358,24,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2791,25,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1140,26,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2792,27,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,693,28,-3,-3
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2434,29,-3,-3
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1252,30,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,1077,31,-3,-3
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2830,32,-3,-3
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2740,33,-3,-3
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,3568,34,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,2121,35,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,3583,36,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,793,37,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,3823,38,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,9129,39,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435878_25|b_268435878,b_268435878_25,04,0,9825,40,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438906_25|b_268438906,b_268438906_25,32,1,5220,1,-457,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438906_25|b_268438906,b_268438906_25,32,1,461,2,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438906_25|b_268438906,b_268438906_25,32,1,5221,3,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438906_25|b_268438906,b_268438906_25,32,1,1048,4,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438906_25|b_268438906,b_268438906_25,32,1,3327,5,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268438906_25|b_268438906,b_268438906_25,32,1,3466,6,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,9825,1,-538,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,9193,2,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1266,3,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,775,4,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1390,5,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2847,6,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,187,7,0,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,9669,8,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,480,9,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,5070,10,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,309,11,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2031,12,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2761,13,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2762,14,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2763,15,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1974,16,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1040,17,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,5524,18,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2764,19,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1713,20,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2765,21,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1131,22,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1197,23,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2766,24,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,180,25,-2,-2
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1499,26,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2824,27,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,772,28,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2559,29,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,524,30,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,1298,31,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2850,32,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435877_25|b_268435877,b_268435877_25,04,1,2852,33,-1,-1
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435876_25|b_268435876,b_268435876_25,04,0,2852,1,-360,0
2026-09-25T12:48:28.063374+00:00,1790340493,RT|b_268435876_25|b_268435876,b_268435876_25,04,0,5290,2,1,1
